DBA,ZIPCODE,Longitude_x,Latitude_x,VIOLATION CODE,Borough
CHARM KAO,11201.0,-73.986351792721,40.68910015201,"04M, 10B, 04N, 08A, 09B, 10E, 04E, 10F, 09A, 06F, 08B",BROOKLYN
CHARM THAI CORP,10027.0,-73.956008804958,40.813740326138,"09B, 06A, 06C, 10A, 08B, 04N, 08A, 04M, 04A, 10F",MANHATTAN
CHARMAINES CAKE BOUTIQUE,10301.0,-74.094955611396,40.642779169832,"10B, 06C, 02G, 10F",STATEN ISLAND
CHARO BROS RESTAURANT,11368.0,-73.868824468694,40.748159256783,"Missing, 08A, 02B, 10F, 04A, 05D, 06A, 04L, 06C, 04M, 10G, 10B, 09C",QUEENS
CHARO RESTAURANT,11368.0,-73.865259596585,40.75304904009,"10B, 04A, 02B, 08A, 04N, 09A, 20-06, 10F, 04L, 04K, 04H, 02G, 04M",QUEENS
CHAROEN KRUNG,10022.0,-73.968251168771,40.75525917971,"10F, 06C, 08A, 06F, 04C, 04N, 10B, 10A, 02G, 08C, 20-04, 04L, 04K, 06E, 06A, 05D, 02B",MANHATTAN
"CHARTWELLS AT PACE, 2ND FLOOR",10038.0,-74.006297924565,40.711042495406,10F,MANHATTAN
"CHARTWELLS AT PACE, 6TH FLOOR",10038.0,-74.006297924565,40.711042495406,"02B, 05H",MANHATTAN
CHASE LOUNGE - 3rd Floor,10121.0,-73.991944239076,40.750654836632,"10F, 06D, Missing",MANHATTAN
CHASERS,11378.0,-73.905579522387,40.720121922629,"08A, 04A, 04L, 10F",QUEENS
CHASHNI,11230.0,-73.966523364349,40.631395338379,"20-01, 10F, 05C, 10G, 10B, 05H, 04J, 05E, 10A",BROOKLYN
CHASHNI BUBBLE TEA,11234.0,-73.918967402804,40.619423517416,"10G, 15-27, 06C, 05H, 20-04, 10B, 05F, 20-08, 10F",BROOKLYN
CHATEAU DE CAPITAINE,11223.0,-73.960885366286,40.594168770417,"04N, 08A, 04M, 02G, 02H, 09C, 02B, 08C, 04H, 06D",BROOKLYN
CHATEAU LE WOOF CAFE,11106.0,-73.935297381789,40.76944122228,"08A, 10B, 04L, 10F, 04N, 08C",QUEENS
CHATEAU YAFFA,11234.0,-73.913500728245,40.615656416959,"08A, 10B, 06A, 04L, 04N, 06C, 02B, 02H, 10G",BROOKLYN
CHAVELA'S,11238.0,-73.956981338707,40.67342297008,"08A, 06D, 02B, 08C, 04N, 06C, 04H, 10F, 02H, 10B, 02G",BROOKLYN
CHAWLAS 2,11420.0,-73.807091230063,40.674866156113,"04A, 09C, 04L, 06A, 06D, 08A, 10B, 10G, 20-06, 02B, 10F",QUEENS
CHAYANN,11354.0,-73.831822402698,40.758823806017,Missing,QUEENS
CHAYSE FLAVAD,11212.0,-73.917723551646,40.655269499803,"10G, 02B, 09E, 10F",BROOKLYN
CHAZZ PALMINTERI ITALIAN RESTAURANT,10036.0,-73.98017285347,40.756497000669,"04M, 10B, 10F, 06B, 05D, 06D, 08A, 02G, 06C, 09C, 20-06, 06E, 04N, 10G, 04H",MANHATTAN
CHE,11233.0,-73.928985859787,40.682527190454,"04L, 09E, 08A",BROOKLYN
CHEAP SHOTS SPORTS BAR and LOUNGE,11367.0,-73.813608990643,40.718650667287,"10B, 08A, 10F, 02G, 04H, 04L, 04A, 04N, 09B",QUEENS
CHEBI COFFEE SHOP,11223.0,-73.980081242698,40.604752128814,"06E, 10F, 04M, 06D, 08A, 02G, 20-08, 04L, 04H, 10B, 19-06",BROOKLYN
CHEBURECHNAYA,11374.0,-73.864019784125,40.727510270587,"04H, 04N, 06B, 04A, 06C, Missing, 08A, 10F, 04C, 04O, 04L, 09B, 02H, 06A, 08C",QUEENS
CHECKER'S,10030.0,-73.944992925774,40.823556270209,"08A, 02G, 10B, 04M, 10F, 02B, 04L, 04N, 08C, 02H",MANHATTAN
CHECKERS,11434.0,-73.769398412222,40.683590806298,"Missing, 02G, 10B, 06D, 08A, 10F, 04H, 04N, 04L, 10G, 02B, 20A, 06A, 04A, 04M, 04K, 19-10, 10H, 20-06, 06E, 06C, 05H, 10C, 05D, 05E, 08C, 05F, 04C, 10I, 10A, 16-10, 19-06, 10E, 20-04, 16-03, 08B",QUEENS
CHECKERS STORE #3332,11211.0,-73.95869341423,40.708707663951,"08A, 10F, 06C, 10I, 04A, 04N, 04J, 06D, 02B, 10B, 02G",BROOKLYN
CHEEKY SANDWICHES,10002.0,-73.988402066414,40.718140053728,Missing,MANHATTAN
CHEERS RESTAURANT & LOUNGE,11422.0,-73.739470184253,40.660171281681,Missing,QUEENS
CHEESE LOVERS,10035.0,-73.938916092101,40.799446099623,"10F, 10H, 10B",MANHATTAN
CHEESE PLATE,11231.0,-73.995500280103,40.683161184787,Missing,BROOKLYN
CHEESE WHEEL PASTA,10036.0,-73.982321170752,40.754068239421,"05D, 04J, 02G, 10G, 06A",MANHATTAN
CHEESEBOAT,10019.0,-73.988769527096,40.763741581649,"04N, 09E, 04M, 06F, 06D, 10B, 02G, 08A, 02B, 02H",MANHATTAN
CHEESECAKE DIVA,11209.0,-74.02727685439,40.63268703064,"06C, 10F, 06A",BROOKLYN
CHEESESTEAKS BY THE TRUFFLEIST,10036.0,-73.982321170752,40.754068239421,"04A, 10F, 05H, 02G",MANHATTAN
CHEESY KOSHER,11211.0,-73.954790284367,40.704040081324,"06C, 09C, 06B, 08A, 06A, 04N, 06D, 02G, 04L, 02H, 04A, 10F, 04H, 10B, 06F, 07A",BROOKLYN
CHEESY PIZZA,10025.0,-73.969802133466,40.797342174689,"06D, 02B, 02G, 05F, 05D, 08A, 20-06, 04H, 06C, 04M, 04A, 10B",MANHATTAN
CHEEZY MELTZ,10040.0,-73.928327535618,40.864945932668,"08A, 10F, 04L, 05C, 10B, 04M",MANHATTAN
CHEF 28,10016.0,-73.985369750385,40.743871880882,"04H, 06C, 09C, 08A, 02B, 06E, 04M, 04F, 04K, 05A, 10G",MANHATTAN
CHEF CBTM BISTRO FUSION CORNER,11372.0,-73.891342992097,40.747257806124,Missing,QUEENS
CHEF GUO,10022.0,-73.97193958988,40.756322362914,"10F, 06A",MANHATTAN
CHEF HUANG,10016.0,-73.975589302625,40.745184957957,"04L, 08A, 10F, 06E, 02B, 06D, 05D, 10C, 04H, 28-06",MANHATTAN
CHEF KATSU BROOKLYN,11238.0,-73.966308017567,40.686653164439,"06D, 20-01, 06E, 20-08, 02G, 10B, 02B, 10F, 20-04",BROOKLYN
CHEF LOTHIAN KITCHEN,11434.0,-73.793495065931,40.685728274301,"10B, 10G, 02B, 05D, 10A, 10F, 06F, 02G, 02H, 28-05, 08C, 09E",QUEENS
CHEF MIKES SUB SHOP AT URIS DELI (MAIN CAMPUS),10027.0,-73.959734366147,40.806273239958,"02G, 09C, 10F, 04H, 06C",MANHATTAN
"CHEF ON-SITE MOBILE CATERING, LLC",11201.0,-73.987312009551,40.702448090622,Missing,BROOKLYN
CHEF PAPA,11358.0,-73.804024536194,40.759992887618,"06F, 06C, 02G, 09B, 10G, 02B, 10H, 10F, 10B",QUEENS
CHEF PAPA VIETNAMESE KITCHEN LIC,11101.0,-73.941600370403,40.749481968541,"10G, 02G, 06C, 05H, 06D, 10H, 02B",QUEENS
CHEF QUANG GUYANESE CHINESE EXPRESS,11208.0,-73.872305645325,40.681459748696,"04N, 08A, 09C, 06C, 02B, 10G, 04L, 10F, 02G, Missing, 04H, 06A",BROOKLYN
CHEF ROSE CARIBBEAN RESTAURANT,10463.0,-73.905031114284,40.87904792436,"06C, 06D, 02G, 02B, 10F, 09B",BRONX
CHEF TAN,10003.0,-73.988003332166,40.728740302309,"10H, 04H, 06F, 04M, 10F, 06D, 05B, 04A, 06C, 08A, 04L, 06A, 02G, 06E, 03A, 09E, 04N, 06B, 10G, 10A",MANHATTAN
CHEF TORIBIO #2 RESTAURANT,11421.0,-73.867332135307,40.691280402929,"02B, 10F, 06C",QUEENS
CHEF WONG BISTRO,11354.0,-73.83171431217,40.763014901233,"05D, 10F, 06D, 02G, 10B, 10G, 02B, 06F, 06A, 09C, 06C, 06B, 04H, 04M, 06E",QUEENS
CHEF YU,10018.0,-73.992416708652,40.753605486254,"02B, 10F, 04H, 02H, 02G, 08C, 04N, 06C, 06D, 04M, 09B, 09C, 06A, 06E, 08A",MANHATTAN
CHEF'S GARDEN,11432.0,-73.804452905701,40.721201785368,"10F, 02G, 08B, 08C, 09C, 10B, 02B, 10H",QUEENS
CHEF'S HALAL GRILL,11216.0,-73.949848960024,40.680391802779,02B,BROOKLYN
CHEF'S HONG II LI FAMILY RESTAURANT,10307.0,-74.239114355509,40.512303565342,"04L, 06C, 10F, 08A, 02H",STATEN ISLAND
CHEF'S MAHAL-MANNAN RESTAURANT & GRILL,11372.0,-73.892615170084,40.748376122568,"10B, 02B, 10F, 04A, 02G, 04N, 06D",QUEENS
CHEFFY TWO RESTAURANT,10470.0,-73.849629949842,40.90488253023,"08A, 02B, 04N, 04A, 10F, 02G, 10G",BRONX
CHEFSCAPE,10012.0,-74.000952498842,40.727448140994,"06D, 09E, 10F, 04N, 02B, 10B, 09C, 10G, 09B, 06A, 02G, 06F, 08A, 06E",MANHATTAN
CHEIF SMOKEHOUSE,11366.0,-73.787514251322,40.727111347194,05D,QUEENS
CHELA,11215.0,-73.985450858223,40.670207752249,"20-06, 06C, 08A, 04L, 02G, 04N, 05D, 06D, 06E, 10B, 10F, 02A, 02H",BROOKLYN
CHELA & GARNACHA,11106.0,-73.927979849942,40.755756986092,"06C, 06E",QUEENS
CHELI,11354.0,-73.834139118565,40.759098909404,"10F, 09A, 02G, 10B, 06D",QUEENS
CHELSEA BAGEL,10017.0,-73.971851915755,40.750278379374,"10F, 06D, 10B, 04N, 08C, 06C, 05D, 08A",MANHATTAN
CHELSEA BAGEL & PIZZERIA,10016.0,-73.982330142939,40.747483559742,"04N, 19-06, 06D, 04C, 06C, 08A, 09C",MANHATTAN
CHELSEA BELL,10001.0,-73.996062581572,40.746749256682,"02G, 04H, 06D, 10F, 04L, 08A, 10B, 10I, 02A, 04N",MANHATTAN
CHELSEA CREAMLINE,10011.0,-74.004713006739,40.741869040229,"02G, 09C, 10F, 06C, 28-01, 10B",MANHATTAN
CHELSEA DELI,10001.0,-74.002183565609,40.750424538736,"04L, 08A, 10B, 04A, 06C, 10F, 10E, 10G, 02G, 06E, 06A, 04M",MANHATTAN
CHELSEA HOTEL,10011.0,-73.996604047366,40.74448484541,"06E, 04H",MANHATTAN
CHELSEA HOUSE UWS,10025.0,-73.971118688237,40.793033256558,Missing,MANHATTAN
CHELSEA JUICE,10011.0,-74.000111865446,40.738718148909,"10B, 05D, 06D, 06C, 19-06, 04L, 08A, 04N",MANHATTAN
CHELSEA LIVING ROOM,10011.0,-74.000956274516,40.739091432806,Missing,MANHATTAN
CHELSEA MUSIC HALL,10011.0,-74.004713006739,40.741869040229,"06E, 06D",MANHATTAN
CHELSEA PAPAYA,10011.0,-73.994648101026,40.743683300262,"04L, 10F, 08A, 05H, 06F, 06D, 02G, 04N, 10B, 20-06",MANHATTAN
CHELSEA PIERS FITNESS,10010.0,-73.986301572885,40.740281846238,"10G, 06F, 04A, 09E, 20-01, 20-08",MANHATTAN
CHELSEA PIERS GOLF BAR AND LOUNGEQ,10011.0,-74.008495743918,40.747992386672,Missing,MANHATTAN
"CHELSEA PIERS, LP @ CHELSEA PIERS FITNESS",10011.0,-74.008495743918,40.747992386672,"04P, 06D, 10F, 04L, 10H, 05D, 08A, 09C",MANHATTAN
CHELSEA RISTORANTE,10011.0,-74.001833203947,40.740675150524,"10B, 10F, 08A, 04L, 04M",MANHATTAN
CHELSEA SQUARE RESTAURANT,10011.0,-74.00029954376,40.746041175326,"04M, 02G, 08C, 02B, 10F, 06C, 06A, 04L, 09C, 10B, 04N, 04H, 10G, 20-06, 08A, 03C, 06D, 09E, 19-06, 20-08",MANHATTAN
CHELSEA TABLE AND STAGE,10001.0,-73.992904849656,40.745415150625,"Missing, 08A, 04N",MANHATTAN
CHELTON'S BAR & GRILLE (DOUBLETREE BY HILTON),10001.0,-73.991067683837,40.747064624135,"06C, 02B, 04A, 08A, 06D, 10B, 04H, 06A, 10G, 20-06, 04N, 09C",MANHATTAN
CHEN GARDEN,11372.0,-73.873561170326,40.756796854467,"02G, 04L, 08A, 04K, 10F, 06B, 06F, 04N, 10G, 06C",QUEENS
CHEN MINI CAFE,11220.0,-74.002738519342,40.642052697486,"02G, 10G, 04A, 28-06, 06A, 05F, 28-05, 05D, 04J",BROOKLYN
CHEN SIX FLAGS,11691.0,-73.761496564369,40.599798112098,"06G, 02B, 10F, 06D, 06A, 09B, 02G",QUEENS
CHEN XIN LUNG CHINESE RESTAURANT,10466.0,-73.831280226177,40.888289929701,"10F, 05H, 10B, 06F, 02G, 09C, 02B",BRONX
CHEN YUAN CHINESE FOOD,11221.0,-73.910473702334,40.694311270534,"10F, 02G, 05H, 04J, 09B, 10B, 10E",BROOKLYN
CHEN YUAN INC,11354.0,-73.832991708001,40.76178162392,Missing,QUEENS
CHEN'S BROTHER CUISINE,10304.0,-74.077021522541,40.627070511832,"06C, 10H, 10F, 05D, 02B, 04A, 06A, 06F",STATEN ISLAND
CHEN'S GARDEN,10454.0,-73.921822472123,40.810551962817,"10F, 06F, 06C, 02B, 04L, 08A, 09A, 10G, 06E, 04M, 04N, 10B, 02G",BRONX
CHENG'S,10303.0,-74.15654074798,40.626009539443,"04H, 06C, 10F, 06D, 08A, 02G, 04L, 10H",STATEN ISLAND
CHENG'S ORIENTAL EXPRESS,11355.0,-73.821796385939,40.756873615692,"09B, 02G, 10B, 04K, 08A, 06E, 02B, 04L, 06F, 06C",QUEENS
CHENS GARDEN,11207.0,-73.891025952822,40.650213288185,"08A, 02G, 10F, 04L, 06C, 02B",BROOKLYN
CHEOGOD.ZIP,11358.0,-73.805240058736,40.762778148645,"10F, 06C, 08A, 04L, 08C, 10B",QUEENS
CHEONG HEI RESTAURANT,11373.0,-73.883563843536,40.746163248913,"02G, 08A, 02B, 04L, 02H, 10F, 10B, 04N, Missing",QUEENS
CHEQUITO'S MEXICAN FOOD,11223.0,-73.984523602834,40.596309851428,"08A, 10B, 08C, 10F, 06D, 04N, 10I, 05D",BROOKLYN
CHEROKEE DELI,11207.0,-73.914196446132,40.685012075132,"06C, 06A",BROOKLYN
CHERRY BAR LLC,10014.0,-74.005202977349,40.731444405577,Missing,MANHATTAN
CHERRY ON TOP,11237.0,-73.921088555103,40.704812334649,"04A, 10F, 04J, 10A, 10B",BROOKLYN
CHERRY TAVERN,10009.0,-73.985196904415,40.72599520843,"06D, 08A, 05D, 04N, 04L, 10F",MANHATTAN
CHERRY VALLEY DELI,11357.0,-73.81426072906,40.790007403836,"02G, 02B, 08A, 08C, 05D, 06D, 10F, 09C, 10B, 06C, 04J, 04M, 04E",QUEENS
CHERYL'S GLOBAL SOUL,11238.0,-73.967273633865,40.673478521919,"10F, 04K, 06D, 08A, 09C, 02B, 02H, 06E, 10B, 04A, 04L, 04H",BROOKLYN
CHEUNG HING KITCHEN,11434.0,-73.778453768808,40.690635309992,"10F, 06C, 04N, 10D, 08A, 08C",QUEENS
CHEUNG KHEI RESTAURANT,11004.0,-73.7173103238,40.744175060913,"06F, 04L, 10F, 10A, 02H, 06C, 08A, 10D, 05D, 10H",QUEENS
CHEUNG LEE,11213.0,-73.941585649149,40.676001736999,"08A, 04M, 10F, 10G, 02G, 04L, 06E, 09C",BROOKLYN
CHEVERE,10004.0,-74.009784953715,40.704279137344,"10F, 02G, 10E, 02C, 04J, 06F",MANHATTAN
CHEVRE D'OR,11229.0,-73.952290373641,40.599287284428,"08C, 06A, 06D, 08A, 04N, 04L, 06F, 10F, 02B, 09B",BROOKLYN
CHEW THE FAT,11436.0,-73.791373818607,40.673449762766,"10B, 02G, 04J, 02B, 10G, 04L, 08A",QUEENS
CHEZ ALEX,11221.0,-73.923647548172,40.687538463614,"08B, 04N, 04K, 08A, 06D, 04L, 10F, 09C, 02B",BROOKLYN
CHEZ ELEONORE AFRICAN RESTAURANT,10029.0,-73.94122724784,40.791792198269,"10F, 10B, 09C",MANHATTAN
CHEZ FIFI,10021.0,-73.961527954503,40.771840949745,06C,MANHATTAN
CHEZ FRANCIS BRASSERIE,10016.0,-73.983857711951,40.743597201869,"10B, 04L, 02G, 10F, 08A, 06D",MANHATTAN
CHEZ JOSEPHINE,10036.0,-73.993325757553,40.758705305754,"02G, 08A, 02B, 06C, 04N, 04A, 04K, 10B, 10F, 05D, 06D, 10G, 04L, 09C",MANHATTAN
CHEZ LES FRENCHIES,10021.0,-73.951970011896,40.768658920271,"04H, 02G, 20-08, 06A, 22F, 06D, 02B",MANHATTAN
CHEZ LES FRENCHIES CAFE,10022.0,-73.966273978747,40.753694102418,"02G, 08A, 06C, 02B, 06D, 04M, 04A, 28-06, 03A",MANHATTAN
CHEZ MA TANTE,11222.0,-73.957570784888,40.72700936923,"02G, 06E, 04C, 06A",BROOKLYN
CHEZ MACOULE RESTAURANT,11226.0,-73.951585487787,40.642561263219,"10F, 04A, 08A, 04M",BROOKLYN
CHEZ MARYLOU,10003.0,-73.987166339898,40.728386136933,"10B, 02G",MANHATTAN
CHEZ MESSY,10032.0,-73.945399404987,40.834527190919,"10F, 02G",MANHATTAN
CHEZ MOI,11201.0,-73.995550261493,40.690569331938,"02G, 20-06, 10F, 02H, 04A, 09C, 03A, 10B",BROOKLYN
CHEZ NAPOLEON,10019.0,-73.988271452718,40.763203559325,"06C, 06D, 10B, 04C, 02G, 10G, 10F, 08B",MANHATTAN
CHEZ NICK,10128.0,-73.945066186347,40.778753779513,"04L, 10G, 02G, 02B, 02H, 06D, 08A, 10F, 06A, 10B, 04N",MANHATTAN
CHEZ OMAR,10014.0,-74.010283522321,40.733027792,Missing,MANHATTAN
CHEZ OSKAR,11233.0,-73.929303787234,40.681923536304,"08C, 10F, 04L, 05D, 04K, 04N, 06A, 10G, 04C, 02G, 08A, 06F, 09C, 02B, 10B",BROOKLYN
CHF RESTAURANT,11220.0,-74.012770278253,40.642729979422,"08A, 06A, 04L, 02B, 10E, 06C, 05D, 08C, 04M, 10F, 06F",BROOKLYN
CHI CHICKEN,11101.0,-73.940146510384,40.748786794641,"02G, 10B",QUEENS
CHI MAC ZIP,11354.0,-73.808824869434,40.763961680113,"06A, 06E",QUEENS
CHI MAMA'S NOODLE HOUSE,11361.0,-73.768756458994,40.75924653805,"06D, 06F, 06C, 10F",QUEENS
CHI RESTAURANT & BAR,10018.0,-73.994686844973,40.755590075161,"10F, 10B, 04H, 28-06, 04C, 08A, 04N",MANHATTAN
CHIANGMAI DINER & BAR,11206.0,-73.933681662543,40.702767220506,"06D, 09B, 04N, 04L, 02B, 10B, 08A, 02G, 10F, 20-06, 06G, 06E, 03A, 06C, 28-04, 20-04, 10A",BROOKLYN
CHIARA PIZZERIA,11206.0,-73.943256574455,40.707734904999,"20-08, 06A, 05D, 20-01, 02B, 02G, 10F",BROOKLYN
CHIBUYAN XUEYUAN FOOD,11354.0,-73.824341617096,40.760777850138,"10F, 05D, 05H, 10H, 06F, 04J, 06A",QUEENS
CHICA & THE DON,10010.0,-73.989101987667,40.73964810613,"02G, 02B, 06A, 10F",MANHATTAN
CHICAGO'S PIZZA WITH A TWIST,11419.0,-73.829564205222,40.693615686741,"08A, 04L, 09C, 06E, 02G, 10B",QUEENS
CHICANITO,10455.0,-73.915757623566,40.818691333434,"04A, 04J, 04H, 10F",BRONX
CHICHA SAN CHEN,10013.0,-73.99831178136,40.715571524684,"02B, 20-04, 06C, 06E, 10B, 10H, 05D, 06D, 20-08",MANHATTAN
CHICK 'N CONE,10019.0,-73.982808747226,40.766812226924,Missing,MANHATTAN
CHICK CHICK,10024.0,-73.973225369025,40.790146289598,"10B, 08A, 06C, 04N, 08C, 04L, 20-08, 04A, 03C, 28-01",MANHATTAN
CHICK FIL A,10121.0,-73.992106724456,40.750059234828,"02G, 10F",MANHATTAN
CHICK IT OUT,11106.0,-73.922491936846,40.760120323849,"06D, 06C, 20-04, 10B, 10F, 02G, 06B, 02H, 20-06, 02B, 05F, 05H, 05D",QUEENS
CHICK N' BAOS,11228.0,-74.006372276898,40.621323952844,"10F, 06D, 06E, 06C, 04M",BROOKLYN
CHICK ROCKS,11103.0,-73.91534762494,40.763466627399,"10G, 08C, 02G, 10F, 02B, 06D, 06E, 10B, 06C",QUEENS
CHICK'N GO,10306.0,-74.104205188971,40.575971235791,"10G, 04L, 04A, 08A, 02B",STATEN ISLAND
CHICK-FIL-A,10016.0,-73.982651928618,40.745260351798,"10F, 09C, 08A, Missing, 04M, 04N, 02G, 10B, 06C, 02B, 20-01, 04H, 20-04, 08C, 09B, 06D, 04L, 04A, 19-06, 10H, 04C, 06A, 10G, 04K, 02H",MANHATTAN
CHICK-FIL-A 918 8TH AVENUE,10019.0,-73.984061867439,40.765069487037,"06D, 10F, 10B",MANHATTAN
CHICK-FIL-A AT 2276 BARTOW AVENUE,10475.0,-73.821929503194,40.868672970419,"02G, 06A",BRONX
CHICK-FIL-A AT GATEWAY CENTER IN-LINE,11239.0,-73.869264881111,40.651008468543,Missing,BROOKLYN
CHICK-FIL-A AT QUEENS CENTER MALL,11373.0,-73.871577033806,40.733840182011,"10F, 04L, 28-01, 10H, 08A, 06C, 04M",QUEENS
CHICK-FILL-A,10001.0,-73.9913919435,40.751319028609,"10F, 06C, 06A, 09C, 08B, 02B, 10B",MANHATTAN
CHICK-N-RICE,11040.0,-73.702746348962,40.751905971678,"04C, 04L, 10G, 04A, 05F, 08A, 06D, 08C, 10F, 02B, 02G, 04H",QUEENS
CHICKEN & FRIES,10121.0,-73.991944239076,40.750654836632,"10F, Missing",MANHATTAN
CHICKEN AND PIZZA FABENE INC.,10453.0,-73.900983218431,40.855766459992,Missing,BRONX
"CHICKEN AND THE EGG/SINCERELY, OPHELIA",10003.0,-73.98516307786,40.73206113619,"06D, 08A, 06C, 10F, 04K, 10A",MANHATTAN
CHICKEN BOX,11412.0,-73.753645030314,40.700279256148,"20-04, 06F, 10G",QUEENS
CHICKEN FEASTIN,11221.0,-73.943984638289,40.686979292164,"09A, 04N, 06A, 06D, 10F, 04A, 04H, 10B, 08A, 06C, 16-02, 02B, 04L, 10G",BROOKLYN
CHICKEN FESTIVAL,11358.0,-73.785101854394,40.757911416823,"06C, 10E, 04L, 04A, 08A, 09B, 05D, 02B, 10G, 04M, 10F, 06D, 02H",QUEENS
CHICKEN HOT POT,11355.0,-73.822559781368,40.757558245092,"04H, 04N, 06C, 02B, 28-04, 02G, 06G, 08A, 10F, 09C, 09B, Missing, 10B, 28-06",QUEENS
CHICKEN INSIDER,10128.0,-73.949263566687,40.781253437507,"08A, 04J, 06C, 04K, 10F, 10D, 04L",MANHATTAN
CHICKEN IS BACK,11362.0,-73.734667597733,40.77161208092,"05H, 10E, 10B, 10F, 06C, 04J",QUEENS
CHICKEN KOOP,11211.0,-73.958223371693,40.710521786646,"10B, 04A",BROOKLYN
CHICKEN PLANET,11223.0,-73.977906594023,40.592306865465,"06C, 04C, 09B, 06A, 08C, 04L, 04A, 02B, 10F, 08A",BROOKLYN
CHICKEN PLUS,11233.0,-73.921566268361,40.679006295223,Missing,BROOKLYN
CHICKEN RANCH,10033.0,-73.932469484537,40.848532199375,"10F, 06D, 06E, 02H, 04L, 02G, 08A, 06C",MANHATTAN
CHICKEN RICE,10012.0,-74.00045101501,40.73057443212,"09B, 06D, 06B, 04J, 04L, 02B, 08A, 04K, 10B",MANHATTAN
CHICKEN SHACK,10465.0,-73.81784005319,40.820079159039,"02G, 10F, 04A, 19-10, 06C, 20-08, 28-06, 18-11, 06D, 08A, 06F, 02B, 09B, 05F, 04L, 09C, 10B",BRONX
CHICKEN SPOT,10454.0,-73.919680052676,40.807753587589,"10H, 10A, 10F",BRONX
CHICKEN STOP,11216.0,-73.949899433468,40.680394569627,"06D, 10A, 05D, 04N, 06C, 08A, 06B, Missing, 10F, 02G, 06F, 10B",BROOKLYN
"CHICKEN, FRIES CONCESSION",10121.0,-73.991944239076,40.750654836632,"Missing, 10G",MANHATTAN
CHICKENOW,10475.0,-73.830429747919,40.865905409786,"02B, 06E, 04J, 04H, 02G, 10F",BRONX
CHICKN ROTONDA,11379.0,-73.872642153023,40.718445959198,"02C, 06D, Missing, 06C, 10F",QUEENS
CHICKPEA,10121.0,-73.992106724456,40.750059234828,"08C, 10F, 02G, 06C, 04H, 10B",MANHATTAN
CHICKY'S,11426.0,-73.717216808304,40.726314555688,"08A, 04L, 04A, 10F, 09C, 05D, 10B, 06C, 08C, 04H, 06E, 02C, 06A, 02B",QUEENS
CHICKY'S BX INC,10458.0,-73.889043814866,40.855321885296,Missing,BRONX
CHICOJ TOL ENTERPRISES LLC,11368.0,-73.85828021836,40.750844821152,Missing,QUEENS
CHICTEA,11209.0,-74.02814425474,40.630617254397,"10B, 06D, 02B, 05C, 20-04, 04L, 10F, 08A, 04J, 05D",BROOKLYN
CHIEF,10003.0,-73.990412054666,40.738676576854,"10F, 06D, 02G",MANHATTAN
CHIEF BEEF NOODLES,11354.0,-73.83162329387,40.759051329449,Missing,QUEENS
CHIENG GARDEN KITCHEN,10304.0,-74.080786280375,40.624221576236,"04H, 02G, 08A, 10F, 05C, 10B, 06C, 04L, 04C, 04M, 08C, 05F",STATEN ISLAND
CHIFA LIMA RESTAURANT,11372.0,-73.893460379625,40.754695353925,"10F, 02G, 06C, 05D, 08A, 06D, 19-10, 02B, 10B, 06F, 04L",QUEENS
CHIFLEZ,11372.0,-73.871168815069,40.748960639404,"08A, 10F, 04M, 10B, 10G, 06C, 04H, 04C, 05D, 06D, 04N",QUEENS
CHIHIRO TEA,10012.0,-73.998257322389,40.728883644234,"05F, 06D, 10F, 10B, 04L, 05D, 02G, 08A, 04J, 28-06, 05H, 28-05, 10H, 04A, 19-06, 06F",MANHATTAN
CHIHUAHUA,11104.0,-73.917705580568,40.742542281652,"10F, 06F, 04D, 02G, 09E, 10B, 09C, 06C",QUEENS
CHIKA,10458.0,-73.889043814866,40.855321885296,Missing,BRONX
CHIKALICIOUS DESSERT BAR,10003.0,-73.986368724227,40.729590997049,"10F, 08A, 04N",MANHATTAN
CHIKARASHI,10013.0,-73.999570716693,40.717742647999,"10F, 06C, 02G, 02B, 06B, 02F",MANHATTAN
CHIKILA BAR,11249.0,-73.96554603272,40.716724653948,Missing,BROOKLYN
CHIKO,11222.0,-73.954522378572,40.731849968167,"10H, 06B, 10B, 10F",BROOKLYN
CHIKURIN,11230.0,-73.955100287306,40.618943834141,"10E, 02G, 06D, 10B, 04N, 10F, 08C, 09C, 10H, 09E, 04L, 08A, 02B, 02H, 06B, 04K, 28-05",BROOKLYN
CHILANGOS TAQUERIA II INC,11237.0,-73.912795169091,40.70048605538,Missing,BROOKLYN
CHILI,10016.0,-73.982087688328,40.749887933005,"10F, 08A, 02G, 04L, 06C, 10B, 05D, 04N, 20-06, 04M, 08C, 04H",MANHATTAN
CHILI'S GRILL & BAR,10314.0,-74.159561099323,40.611622676182,"10F, 06F, 09C, 02G, 06D, 10B, 08A, 10G, 04L, Missing, 06A, 04H, 04N, 02B",STATEN ISLAND
CHILL CHICK INC.,10013.0,-73.995129970237,40.717866059963,Missing,MANHATTAN
CHILL OUT!,11361.0,-73.772313636171,40.766134782151,"10B, 05D",QUEENS
CHILL TAVERN BBQ,11354.0,-73.829742023143,40.763517028584,Missing,QUEENS
CHILL'D TASTE THAI,11366.0,-73.800869620795,40.722710735377,"04L, 10F, 08A, 10B, 02G, 06C, 06D, 02A, 04H, 05D, 09C, 04N, 10H, 02B",QUEENS
CHILLATO,11357.0,-73.808495010188,40.783190930734,"06C, 10F, Missing, 06F, 10J",QUEENS
